CustomerID,CustomerName,Segment,RegionID
1579,Raghav Dutta,Consumer,1579
1582,Siddhi Verma,Consumer,1582
1585,Pranav Singh,Consumer,1585
1588,Pritam Smith,Consumer,1588
1591,Akash Sharma,Consumer,1591
1594,Dilip Gupta,Consumer,1594
1597,Parul Brown,Consumer,1597
1600,Harsha Khan,Consumer,1600
1603,Sneha Patil,Consumer,1603
1606,David Yadav,Consumer,1606
1609,Karan Dutta,Consumer,1609
1612,Suresh Verma,Consumer,1612
1615,Farhan Singh,Consumer,1615
1618,Siddharth Smith,Consumer,1618
1621,Sameer Sharma,Consumer,1621
1624,Preeti Gupta,Consumer,1624
1627,Anand Brown,Consumer,1627
1630,Vikas Khan,Consumer,1630
1633,Kavita Patil,Consumer,1633
1636,Varun Yadav,Consumer,1636
1639,Bhavna Dutta,Consumer,1639
1642,Himanshu Verma,Consumer,1642
1645,Pankaj Singh,Consumer,1645
1648,Sakshi Smith,Consumer,1648
1651,Abhishek Sharma,Consumer,1651
1654,Lokesh Gupta,Consumer,1654
1657,Anushka Brown,Consumer,1657
1660,Rupali Khan,Consumer,1660
1663,Veer Patil,Consumer,1663
1666,Jaya Yadav,Consumer,1666
1669,Jatin Dutta,Consumer,1669
1672,Sarita Verma,Consumer,1672
1675,Aarushi Singh,Consumer,1675
1678,Uday Smith,Consumer,1678
1681,Aditi Sharma,Consumer,1681
1684,Kiran Gupta,Consumer,1684
1687,Tushar Brown,Consumer,1687
1690,Navin Khan,Consumer,1690
1693,Arvind Patil,Consumer,1693
1696,Suraj Yadav,Consumer,1696
1699,Shivam Dutta,Consumer,1699
1702,Rahul Verma,Consumer,1702
1705,John Singh,Consumer,1705
1708,Neha Smith,Consumer,1708
1711,Rohit Sharma,Consumer,1711
1714,Mohan Gupta,Consumer,1714
1717,Rajesh Brown,Consumer,1717
1720,Meera Khan,Consumer,1720
1723,Jyoti Patil,Consumer,1723
1726,Nitin Yadav,Consumer,1726
1729,Gaurav Dutta,Consumer,1729
1732,Rakesh Verma,Consumer,1732
1735,Javed Singh,Consumer,1735
1738,Harish Smith,Consumer,1738
1741,Asha Sharma,Consumer,1741
1744,Sonia Gupta,Consumer,1744
1747,Kabir Brown,Consumer,1747
1750,Rajiv Khan,Consumer,1750
1753,Mahesh Patil,Consumer,1753
1756,Vinod Yadav,Consumer,1756
1759,Yogesh Dutta,Consumer,1759
1762,Shreya Verma,Consumer,1762
1765,Umesh Singh,Consumer,1765
1768,Esha Smith,Consumer,1768
1771,Devansh Sharma,Consumer,1771
1774,Rashmi Gupta,Consumer,1774
1777,Yash Brown,Consumer,1777
1780,Tanya Khan,Consumer,1780
1783,Aditya Patil,Consumer,1783
1786,Sohail Yadav,Consumer,1786
1789,Sudhir Dutta,Consumer,1789
1792,Kritika Verma,Consumer,1792
1795,Ashish Singh,Consumer,1795
1798,Bhavesh Smith,Consumer,1798
1801,Amit Sharma,Consumer,1801
1804,Priya Gupta,Consumer,1804
1807,Arjun Brown,Consumer,1807
1810,Pooja Khan,Consumer,1810
1813,Nikhil Patil,Consumer,1813
1816,Irfan Yadav,Consumer,1816
1819,Anjali Dutta,Consumer,1819
1822,Deepak Verma,Consumer,1822
1825,Sunil Singh,Consumer,1825
1828,Manoj Smith,Consumer,1828
1831,Komal Sharma,Consumer,1831
1834,Dinesh Gupta,Consumer,1834
1837,Reena Brown,Consumer,1837
1840,Swati Khan,Consumer,1840
1843,Ritu Patil,Consumer,1843
1846,Aarav Yadav,Consumer,1846
1849,Tarun Dutta,Consumer,1849
1852,Sanjay Verma,Consumer,1852
1855,Ajay Singh,Consumer,1855
1858,Tanmay Smith,Consumer,1858
1861,Kishore Sharma,Consumer,1861
1864,Alok Gupta,Consumer,1864
1867,Santosh Brown,Consumer,1867
1870,Zoya Khan,Consumer,1870
1873,Ishaan Patil,Consumer,1873
1876,Shalini Yadav,Consumer,1876
1879,Raghav Dutta,Consumer,1879
1882,Siddhi Verma,Consumer,1882
1885,Pranav Singh,Consumer,1885
1888,Pritam Smith,Consumer,1888
1891,Akash Sharma,Consumer,1891
1894,Dilip Gupta,Consumer,1894
1897,Parul Brown,Consumer,1897
1900,Harsha Khan,Consumer,1900
1903,Sneha Patil,Consumer,1903
1906,David Yadav,Consumer,1906
1909,Karan Dutta,Consumer,1909
1912,Suresh Verma,Consumer,1912
1915,Farhan Singh,Consumer,1915
1918,Siddharth Smith,Consumer,1918
1921,Sameer Sharma,Consumer,1921
1924,Preeti Gupta,Consumer,1924
1927,Anand Brown,Consumer,1927
1930,Vikas Khan,Consumer,1930
1933,Kavita Patil,Consumer,1933
1936,Varun Yadav,Consumer,1936
1939,Bhavna Dutta,Consumer,1939
1942,Himanshu Verma,Consumer,1942
1945,Pankaj Singh,Consumer,1945
1948,Sakshi Smith,Consumer,1948
1951,Abhishek Sharma,Consumer,1951
1954,Lokesh Gupta,Consumer,1954
1957,Anushka Brown,Consumer,1957
1960,Rupali Khan,Consumer,1960
1963,Veer Patil,Consumer,1963
1966,Jaya Yadav,Consumer,1966
1969,Jatin Dutta,Consumer,1969
1972,Sarita Verma,Consumer,1972
1975,Aarushi Singh,Consumer,1975
1978,Uday Smith,Consumer,1978
1981,Aditi Sharma,Consumer,1981
1984,Kiran Gupta,Consumer,1984
1987,Tushar Brown,Consumer,1987
1990,Navin Khan,Consumer,1990
1993,Arvind Patil,Consumer,1993
1996,Suraj Yadav,Consumer,1996
1999,Shivam Dutta,Consumer,1999
2002,Rahul Verma,Consumer,2002
2005,John Singh,Consumer,2005
2008,Neha Smith,Consumer,2008
2011,Rohit Sharma,Consumer,2011
2014,Mohan Gupta,Consumer,2014
2017,Rajesh Brown,Consumer,2017
2020,Meera Khan,Consumer,2020
2023,Jyoti Patil,Consumer,2023
2026,Nitin Yadav,Consumer,2026
2029,Gaurav Dutta,Consumer,2029
2032,Rakesh Verma,Consumer,2032
2035,Javed Singh,Consumer,2035
2038,Harish Smith,Consumer,2038
2041,Asha Sharma,Consumer,2041
2044,Sonia Gupta,Consumer,2044
2047,Kabir Brown,Consumer,2047
2050,Rajiv Khan,Consumer,2050
2053,Mahesh Patil,Consumer,2053
2056,Vinod Yadav,Consumer,2056
2059,Yogesh Dutta,Consumer,2059
2062,Shreya Verma,Consumer,2062
2065,Umesh Singh,Consumer,2065
2068,Esha Smith,Consumer,2068
2071,Devansh Sharma,Consumer,2071
2074,Rashmi Gupta,Consumer,2074
2077,Yash Brown,Consumer,2077
2080,Tanya Khan,Consumer,2080
2083,Aditya Patil,Consumer,2083
2086,Sohail Yadav,Consumer,2086
2089,Sudhir Dutta,Consumer,2089
2092,Kritika Verma,Consumer,2092
2095,Ashish Singh,Consumer,2095
2098,Bhavesh Smith,Consumer,2098
2101,Amit Sharma,Consumer,2101
2104,Priya Gupta,Consumer,2104
2107,Arjun Brown,Consumer,2107
2110,Pooja Khan,Consumer,2110
2113,Nikhil Patil,Consumer,2113
2116,Irfan Yadav,Consumer,2116
2119,Anjali Dutta,Consumer,2119
2122,Deepak Verma,Consumer,2122
2125,Sunil Singh,Consumer,2125
2128,Manoj Smith,Consumer,2128
2131,Komal Sharma,Consumer,2131
2134,Dinesh Gupta,Consumer,2134
2137,Reena Brown,Consumer,2137
2140,Swati Khan,Consumer,2140
2143,Ritu Patil,Consumer,2143
2146,Aarav Yadav,Consumer,2146
2149,Tarun Dutta,Consumer,2149
2152,Sanjay Verma,Consumer,2152
2155,Ajay Singh,Consumer,2155
2158,Tanmay Smith,Consumer,2158
2161,Kishore Sharma,Consumer,2161
2164,Alok Gupta,Consumer,2164
2167,Santosh Brown,Consumer,2167
2170,Zoya Khan,Consumer,2170
2173,Ishaan Patil,Consumer,2173
2176,Shalini Yadav,Consumer,2176
2179,Raghav Dutta,Consumer,2179
2182,Siddhi Verma,Consumer,2182
2185,Pranav Singh,Consumer,2185
2188,Pritam Smith,Consumer,2188
2191,Akash Sharma,Consumer,2191
2194,Dilip Gupta,Consumer,2194
2197,Parul Brown,Consumer,2197
2200,Harsha Khan,Consumer,2200
2203,Sneha Patil,Consumer,2203
2206,David Yadav,Consumer,2206
2209,Karan Dutta,Consumer,2209
2212,Suresh Verma,Consumer,2212
2215,Farhan Singh,Consumer,2215
2218,Siddharth Smith,Consumer,2218
2221,Sameer Sharma,Consumer,2221
2224,Preeti Gupta,Consumer,2224
2227,Anand Brown,Consumer,2227
2230,Vikas Khan,Consumer,2230
2233,Kavita Patil,Consumer,2233
2236,Varun Yadav,Consumer,2236
2239,Bhavna Dutta,Consumer,2239
2242,Himanshu Verma,Consumer,2242
2245,Pankaj Singh,Consumer,2245
2248,Sakshi Smith,Consumer,2248
2251,Abhishek Sharma,Consumer,2251
2254,Lokesh Gupta,Consumer,2254
2257,Anushka Brown,Consumer,2257
2260,Rupali Khan,Consumer,2260
